"BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgTDLanded","RedAvgTDLanded","BlueReachCms","RedReachCms","BlueHeightCms","RedHeightCms","BlueAge","RedAge","RedWins","BlueWins","Winner"
4.65,7.66,0.35,0.39,2.02,2.6,177.8,180.34,177.8,172.72,29,26,1,1,1
2.1,3.49,0.21,0.47,0,2.64,170.18,175.26,162.56,172.72,23,29,4,0,0
2.73,6,0.36,0.37,1.41,0,180.34,180.34,180.34,180.34,28,34,4,0,1
2.33,2.79,0.48,0.6,1.65,2.61,193.04,193.04,190.5,193.04,31,30,0,3,1
4.47,4.77,0.44,0.39,0.37,2,162.56,170.18,165.1,162.56,36,34,2,4,1
0.25,3.06,0.27,0.36,0,3.06,193.04,182.88,185.42,180.34,32,23,1,0,0
8.57,4.33,0.55,0.46,0,1.21,177.8,185.42,180.34,185.42,30,36,29,3,1
4.86,3.41,0.57,0.44,1.06,2,195.58,193.04,190.5,187.96,27,39,15,7,0
1.91,3.31,0.44,0.5,3.7,0.75,200.66,200.66,187.96,182.88,29,35,7,7,0
4.56,4.18,0.57,0.52,0.58,4.42,187.96,195.58,187.96,190.5,23,32,5,2,0
5.51,3.61,0.46,0.51,0.24,1.48,195.58,198.12,190.5,190.5,28,33,4,2,1
3.15,2.02,0.46,0.4,0.44,1.71,185.42,182.88,177.8,180.34,29,34,6,0,0
2.28,4.22,0.29,0.46,0,1.65,180.34,172.72,180.34,175.26,26,28,6,0,0
3.17,3.2,0.41,0.34,1.5,0,180.34,177.8,177.8,177.8,27,30,0,0,1
5.51,4.11,0.49,0.49,1.55,5.35,182.88,177.8,175.26,177.8,30,30,11,18,0
3.55,4.01,0.43,0.43,0.29,0.49,177.8,190.5,180.34,180.34,35,33,14,8,1
2.74,2.1,0.39,0.56,2.42,3.4,177.8,177.8,167.64,177.8,32,27,6,4,0
2.45,3.74,0.44,0.51,1.23,6.63,193.04,203.2,190.5,193.04,38,28,6,5,0
5.07,2.98,0.36,0.39,1.04,1.34,187.96,185.42,175.26,175.26,34,31,7,6,1
5.02,6.19,0.53,0.47,1.75,1.85,175.26,165.1,167.64,167.64,30,33,5,3,0
3.13,4.37,0.36,0.41,0.82,2.15,185.42,182.88,177.8,180.34,29,31,6,1,0
2.92,3.66,0.46,0.51,1.22,1.94,177.8,187.96,180.34,185.42,35,38,7,1,1
2.47,2.99,0.32,0.34,0.75,2.4,190.5,185.42,182.88,182.88,35,31,6,8,0
6.22,6.55,0.49,0.51,1.75,3.21,160.02,157.48,162.56,154.94,30,27,11,3,1
4.18,4.9,0.39,0.43,0.45,1.24,185.42,180.34,180.34,182.88,32,31,8,7,0
3.05,5.28,0.36,0.41,0.77,0.75,165.1,175.26,167.64,162.56,25,26,2,2,0
2.07,4.13,0.37,0.45,3.18,0,182.88,180.34,177.8,182.88,31,29,2,0,0
2.77,5.02,0.44,0.59,1.25,0.68,177.8,182.88,175.26,172.72,30,23,0,2,0
2.96,3.76,0.45,0.43,1.22,1.67,177.8,177.8,175.26,175.26,24,28,2,1,0
4.95,4.25,0.52,0.52,2.2,1.95,203.2,182.88,193.04,180.34,36,40,19,12,1
4.62,2.97,0.45,0.46,1.19,0.67,193.04,182.88,182.88,177.8,34,32,14,18,1
8.43,3.71,0.57,0.49,0,1.79,182.88,185.42,185.42,182.88,28,42,9,4,1
6.1,4.32,0.49,0.41,0,0.21,180.34,180.34,175.26,172.72,26,31,5,2,1
3.38,3.39,0.5,0.45,1.18,2.8,182.88,195.58,180.34,185.42,31,35,13,2,0
7.14,3.32,0.48,0.41,1.24,1.54,177.8,167.64,180.34,165.1,27,37,14,4,1
3.98,3.05,0.52,0.4,1.67,2.74,177.8,180.34,175.26,177.8,31,29,3,4,1
3.48,2.92,0.41,0.61,1.75,3.06,172.72,180.34,170.18,177.8,28,25,3,1,1
4.1,4.82,0.31,0.45,0.75,0.32,162.56,157.48,154.94,154.94,33,27,1,0,0
4.65,2.52,0.35,0.44,0.71,2.53,182.88,185.42,177.8,175.26,29,31,4,2,0
3.56,6.44,0.33,0.45,0.4,1.33,175.26,177.8,167.64,170.18,30,22,0,1,0
2.78,3.02,0.54,0.49,2.57,1.94,167.64,167.64,167.64,165.1,35,31,6,7,0
4.27,5.18,0.47,0.53,0.61,0.82,180.34,190.5,177.8,180.34,27,27,9,6,0
2.29,4.88,0.4,0.45,1.85,0.39,185.42,190.5,177.8,187.96,36,29,3,7,0
3.41,3.93,0.39,0.39,2.74,4.56,185.42,177.8,177.8,170.18,29,30,5,1,0
3.62,3.09,0.42,0.43,0.33,2.43,177.8,180.34,172.72,177.8,35,33,8,2,0
5.6,4.04,0.5,0.47,0.48,0.67,165.1,152.4,167.64,154.94,32,29,6,1,1
4.59,3.23,0.43,0.52,0.46,2.72,175.26,170.18,172.72,165.1,23,27,1,0,0
3.65,2.97,0.55,0.47,0.38,4,170.18,182.88,175.26,170.18,28,27,1,1,1
3.89,1.9,0.41,0.45,1.29,0.8,170.18,162.56,165.1,162.56,27,23,0,1,0
3.57,4.17,0.45,0.37,0.71,4.91,187.96,182.88,180.34,180.34,37,31,9,19,0
2.45,2.78,0.33,0.4,3.39,1.77,177.8,180.34,170.18,172.72,37,35,19,17,0
5.25,3.92,0.47,0.37,0.29,0.24,182.88,175.26,177.8,172.72,23,30,4,2,1
2.73,3.61,0.42,0.56,2.56,1.47,195.58,187.96,185.42,182.88,31,27,2,4,1
2.84,4.36,0.41,0.5,1.27,2.37,177.8,175.26,180.34,175.26,30,35,5,3,0
4.57,2.61,0.39,0.45,0,3.42,210.82,193.04,195.58,182.88,27,27,0,0,1
2.6,2.22,0.46,0.43,0,1.5,182.88,187.96,177.8,187.96,29,27,4,0,0
4.15,4.9,0.36,0.57,0.16,0.67,170.18,170.18,172.72,172.72,25,34,1,2,0
3.73,4.25,0.35,0.55,0.64,0.85,177.8,175.26,172.72,167.64,29,29,1,3,1
2.98,3.76,0.35,0.38,1.68,1.03,175.26,170.18,167.64,165.1,33,36,2,2,0
3.6,6.66,0.4,0.44,2.34,0.24,172.72,175.26,167.64,180.34,37,27,16,17,0
3.26,7.28,0.51,0.52,0.82,0.66,172.72,172.72,167.64,172.72,28,34,11,1,0
3.06,6.04,0.34,0.49,1.08,0.85,193.04,190.5,182.88,180.34,29,28,3,5,0
2,2.48,0.4,0.51,1.5,2.36,182.88,177.8,170.18,175.26,22,30,7,0,1
2.84,3.53,0.44,0.43,1.39,0.33,195.58,187.96,185.42,185.42,29,29,0,7,1
4.51,4.27,0.47,0.46,2.57,0.74,172.72,172.72,162.56,167.64,32,34,8,1,1
3.33,2.66,0.42,0.37,0.69,2.08,187.96,167.64,182.88,167.64,26,33,1,0,0
2.44,4.58,0.52,0.47,1.78,1.1,172.72,170.18,165.1,165.1,31,29,5,4,1
4.52,2.18,0.52,0.5,0,3.44,175.26,160.02,167.64,165.1,32,24,3,0,0
1.41,2.33,0.35,0.42,1.32,1.02,193.04,180.34,182.88,177.8,30,30,7,0,0
2.53,3.47,0.47,0.45,1.39,1.82,187.96,177.8,187.96,172.72,27,34,18,9,1
2.96,3.08,0.38,0.5,0.35,3.01,195.58,203.2,195.58,187.96,36,42,6,5,1
7.09,4.77,0.55,0.49,0.91,0,203.2,203.2,195.58,195.58,27,30,1,1,0
4.73,4.13,0.44,0.39,0.4,0.26,190.5,193.04,182.88,190.5,29,32,9,7,1
3.09,3.07,0.44,0.41,1.08,1.52,177.8,182.88,175.26,175.26,30,26,2,13,0
3.34,3.55,0.42,0.44,0.66,0.52,198.12,195.58,193.04,190.5,37,40,18,13,0
4.65,3.98,0.35,0.48,2.02,0.53,177.8,185.42,177.8,177.8,29,31,9,1,0
6.16,3.32,0.38,0.46,0.28,1.13,172.72,170.18,175.26,170.18,31,30,6,3,0
2.02,3.05,0.39,0.44,0.67,0.09,187.96,190.5,182.88,187.96,26,33,10,0,1
4.05,3.06,0.38,0.31,0.25,1.45,162.56,175.26,162.56,170.18,30,36,2,1,1
5.1,6.19,0.36,0.45,1.5,0.6,175.26,175.26,167.64,175.26,26,26,0,0,0
5.22,2.72,0.55,0.47,2.45,0,167.64,180.34,167.64,175.26,24,35,7,3,0
2.96,2.65,0.4,0.4,6.53,1.54,175.26,170.18,167.64,167.64,26,40,19,3,0
2.59,3.63,0.41,0.36,3.32,1.5,177.8,177.8,172.72,167.64,28,34,5,6,0
1.9,4.05,0.42,0.41,2.69,1.43,198.12,187.96,185.42,182.88,34,25,2,9,0
3,4,0.42,0.37,0,2.49,182.88,187.96,172.72,180.34,28,29,7,2,0
5.6,2.96,0.41,0.51,2.25,2.6,165.1,175.26,165.1,167.64,30,29,4,1,0
2.32,3.27,0.43,0.36,0.31,2.52,177.8,180.34,177.8,177.8,34,35,14,3,1
3.67,2.36,0.47,0.33,0.51,0.25,177.8,182.88,172.72,167.64,25,26,2,1,1
4.84,4.49,0.39,0.44,0,0,177.8,185.42,170.18,177.8,28,25,1,1,0
4.44,4.3,0.47,0.57,0.83,1.85,193.04,213.36,187.96,193.04,35,31,18,13,0
2.75,4.34,0.35,0.49,0.5,2.33,175.26,175.26,172.72,172.72,37,31,11,5,0
3.64,4.33,0.49,0.47,4.33,1.7,185.42,187.96,180.34,180.34,34,34,15,1,0
4.18,3.45,0.48,0.48,0.67,1.16,195.58,198.12,190.5,187.96,34,36,6,15,0
2.07,2.73,0.39,0.38,3.84,1.57,190.5,182.88,185.42,177.8,31,37,21,8,1
3.19,3.44,0.41,0.33,1.36,1.64,177.8,185.42,172.72,175.26,35,37,17,5,1
3.01,3.17,0.41,0.42,1.38,3.34,160.02,160.02,162.56,162.56,33,30,5,5,0
3.54,3.52,0.38,0.35,0.97,0.52,170.18,170.18,172.72,167.64,21,29,7,3,1
2.64,4.11,0.28,0.52,0,6.77,185.42,187.96,182.88,187.96,29,21,2,3,0
1.1,3.4,0.2,0.56,1.35,1.67,190.5,187.96,187.96,177.8,32,32,1,1,1
4.66,2.15,0.48,0.37,0.33,0,195.58,210.82,193.04,193.04,35,32,8,15,0
3.46,1.38,0.33,0.38,1.53,1.95,165.1,170.18,162.56,165.1,34,34,9,20,1
2.7,1.82,0.36,0.43,0.68,2.49,185.42,182.88,182.88,185.42,29,41,20,8,0
3.29,2.87,0.45,0.46,4,1.84,182.88,185.42,177.8,187.96,36,25,2,4,1
6,4.51,0.37,0.4,0,0.95,180.34,177.8,180.34,172.72,34,30,7,4,0
2.33,5.07,0.48,0.48,1.65,0,193.04,193.04,190.5,182.88,31,31,1,3,0
2.79,3.06,0.6,0.45,2.61,1.51,193.04,190.5,193.04,185.42,30,32,3,0,0
2.67,6.26,0.43,0.54,1.25,2.98,185.42,172.72,182.88,175.26,32,30,2,0,0
3.98,4.19,0.51,0.44,1.54,0,187.96,203.2,190.5,200.66,28,32,2,1,0
4.58,5.53,0.41,0.46,0.78,1.16,182.88,182.88,170.18,180.34,32,30,5,4,1
3.41,5.65,0.47,0.48,0.95,0.26,198.12,182.88,190.5,182.88,28,30,5,4,1
2.7,3.74,0.26,0.4,1,0.21,177.8,190.5,165.1,172.72,33,31,1,0,0
2.3,5.4,0.33,0.48,2.22,1.4,172.72,175.26,170.18,167.64,24,30,2,3,0
3.2,4.16,0.42,0.54,1.95,1.27,187.96,205.74,182.88,190.5,29,26,2,3,0
3.78,3.89,0.36,0.49,0.25,2.38,185.42,180.34,170.18,170.18,30,27,3,2,0
5.4,3.1,0.44,0.42,0,1.33,167.64,175.26,162.56,170.18,30,31,1,1,0
3.7,3.18,0.45,0.5,1.25,2.14,190.5,172.72,190.5,177.8,25,35,10,2,1
3.72,2.95,0.46,0.51,0,1.85,198.12,193.04,193.04,190.5,31,29,1,1,1
6.49,3.38,0.49,0.31,2.59,0.33,157.48,170.18,162.56,167.64,29,25,0,1,1
22.6,44,0.466,0.466,0.2,1.9,170.18,162.56,167.64,162.56,31,32,8,4,0
51.3,59.4286,0.399,0.576,0.5,2.4286,167.64,167.64,167.64,165.1,32,31,5,4,0
46.7742,55.4667,0.496,0.43,0.6774,0.4,185.42,193.04,185.42,180.34,36,35,14,23,0
70.25,45.75,0.55,0.366,1.25,0.625,170.18,172.72,170.18,162.56,26,29,6,4,1
61.5,32.5,0.31,0.545,0,0,185.42,190.5,180.34,187.96,32,26,3,1,1
75.1667,42.75,0.47,0.638,0.3333,4.5,162.56,167.64,165.1,165.1,33,28,4,4,0
41.5,52.25,0.499,0.49,0.5833,1.75,165.1,180.34,167.64,170.18,32,29,9,8,0
53.75,73.5556,0.503,0.38,0.25,0.1111,167.64,162.56,165.1,160.02,25,33,5,2,1
56.25,32.2667,0.42,0.478,0.5,1.0667,182.88,180.34,180.34,172.72,31,37,10,3,1
74.3,105.6667,0.48,0.403,0.3,0,162.56,160.02,160.02,165.1,34,29,3,4,0
24.1429,68,0.454,0.43,1,0,187.96,200.66,182.88,190.5,28,28,0,2,1
61.375,61.1667,0.536,0.295,1.125,0,165.1,172.72,167.64,175.26,33,30,4,5,0
33.1818,44.2,0.507,0.385,0.3636,1.2,193.04,200.66,193.04,195.58,30,32,10,7,1
60.3333,26.0909,0.567,0.537,1,0.2727,198.12,200.66,193.04,185.42,27,39,6,3,1
17,16.4,0.345,0.456,3,2.4,172.72,182.88,172.72,177.8,26,30,4,1,0
19.8,34.8,0.342,0.498,1.2,0.4,180.34,177.8,177.8,175.26,29,32,3,2,1
43.6,20.5,0.562,0.465,0.4,0.5,165.1,177.8,170.18,170.18,37,37,0,2,1
25.1667,40.2222,0.41,0.45,0.8333,0.5556,190.5,177.8,182.88,177.8,39,29,6,5,1
95,34.1429,0.47,0.317,1.3333,0.7143,185.42,167.64,177.8,167.64,30,35,4,1,1
35.5,9,0.587,0.56,2.1667,0,190.5,193.04,182.88,182.88,29,27,1,3,1
49.0714,47.9231,0.45,0.453,2.5,1.7308,195.58,177.8,175.26,172.72,26,34,17,10,0
55,23,0.57,0.434,1,2.7778,182.88,200.66,180.34,187.96,30,29,6,1,1
43.9091,20.5652,0.526,0.484,3,1.3043,172.72,187.96,172.72,177.8,34,29,14,14,0
66,38,0.335,0.555,2.5,0.5,170.18,167.64,162.56,167.64,34,24,2,2,0
57,46.5,0.44,0.55,6,0.5,182.88,180.34,177.8,180.34,25,27,2,1,1
29.7143,39.6667,0.495,0.496,1.5238,2.8333,195.58,193.04,185.42,187.96,38,38,6,10,1
55.5,28.9,0.69,0.34,2.5,0.7,187.96,190.5,182.88,182.88,26,34,7,2,0
32.5,53.3333,0.515,0.303,0.75,0.3333,187.96,177.8,185.42,170.18,29,29,2,1,0
72.8571,47.625,0.549,0.443,2.3571,2,157.48,165.1,154.94,165.1,27,26,6,10,1
33.5217,32.375,0.642,0.494,0.1304,0.125,195.58,195.58,187.96,180.34,44,35,4,17,0
72,54.3077,0.597,0.432,2.6667,0.9231,180.34,177.8,167.64,170.18,30,32,10,6,1
97,41.4,0.35,0.456,0,0.52,180.34,177.8,185.42,175.26,26,35,15,1,1
50.75,95.25,0.464,0.428,0.375,0.5,162.56,172.72,165.1,175.26,35,31,2,4,0
46,26.2727,0.47,0.335,0,0.0909,200.66,190.5,195.58,187.96,27,42,6,1,1
54.6667,8,0.433,0.5,0.6667,0,177.8,177.8,180.34,175.26,32,24,0,0,0
30.1667,31.5556,0.463,0.466,1.0833,0.8889,182.88,182.88,182.88,180.34,36,28,6,8,0
28.1538,35.9615,0.358,0.528,2.4231,1,177.8,177.8,170.18,175.26,37,40,12,14,1
43.7333,53.0833,0.5,0.445,0.7,0.6667,185.42,177.8,185.42,177.8,36,32,9,22,1
57.9,18.5,0.417,0.439,1.3,0.9286,190.5,195.58,185.42,185.42,30,35,9,8,0
71.6,61.6875,0.504,0.488,0.4,0.6875,190.5,177.8,180.34,172.72,28,35,10,4,1
56.6667,73.5,0.35,0.555,7.3333,1,172.72,162.56,167.64,167.64,28,27,2,1,1
23.2,24.5,0.398,0.495,0.8,0,170.18,182.88,170.18,180.34,31,27,2,2,0
74,45,0.36,0.41,0,0,177.8,172.72,170.18,172.72,28,31,1,0,1
77,20,0.32,0.4,0,0,172.72,180.34,170.18,180.34,25,28,0,0,1
86,26.6667,0.59,0.51,2,1.3333,203.2,190.5,195.58,185.42,27,32,2,1,0
30.875,26.8333,0.514,0.507,1,1.0833,195.58,182.88,185.42,185.42,30,39,9,6,1
9.5,29,0.455,0.45,0,0,187.96,203.2,187.96,195.58,36,30,0,0,0
40.4444,26.8571,0.49,0.523,0.5556,1.8571,180.34,193.04,177.8,180.34,27,31,9,5,1
42.6,30.4375,0.502,0.457,1.2,1.3125,190.5,193.04,185.42,187.96,25,39,11,3,0
54.3333,60.2667,0.477,0.414,0.6667,0.4,177.8,170.18,180.34,160.02,27,28,12,3,1
111,26.75,0.5,0.454,1,0.3214,195.58,195.58,190.5,190.5,27,40,16,1,1
12,28.5806,0.353,0.386,0,1.1613,187.96,180.34,187.96,172.72,29,35,18,1,0
73,69.5556,0.395,0.479,0,0.3333,162.56,162.56,154.94,160.02,32,34,3,0,0
15.4286,63.7857,0.474,0.372,0.8571,1.7857,187.96,190.5,187.96,180.34,30,34,8,2,1
17.25,29.4667,0.451,0.689,1.125,0.2667,203.2,203.2,187.96,193.04,41,38,9,6,0
45.6667,13,0.6,0.4,0.3333,0,190.5,213.36,190.5,190.5,26,26,0,1,0
66,63.25,0.49,0.288,2,1,170.18,175.26,172.72,170.18,34,36,1,1,0
30.8,11.6667,0.361,0.52,1.8,1,185.42,187.96,180.34,180.34,34,34,1,4,0
28.5,52.7143,0.46,0.537,1.1667,1.5714,193.04,198.12,190.5,190.5,37,33,4,4,1
45,4.6667,0.605,0.387,1,1.6667,187.96,177.8,182.88,180.34,24,32,2,1,1
52.381,85.6316,0.499,0.44,1.1429,0.2632,182.88,175.26,175.26,180.34,30,27,16,16,1
61.2,45.5,0.55,0.458,0,0.6429,203.2,180.34,193.04,175.26,29,27,10,5,1
14.2857,45.5,0.497,0.527,0,2,193.04,190.5,185.42,185.42,29,31,3,3,1
22.5,42.8182,0.33,0.543,0.5,0.2727,193.04,185.42,185.42,182.88,34,37,7,1,1
27.1,24.5556,0.56,0.461,0.2,0.5556,195.58,203.2,190.5,190.5,27,36,11,6,1
37.5,20,0.335,0.525,1,0,180.34,195.58,175.26,190.5,28,23,1,0,1
51.6,22.5,0.462,0.321,0.6,4.1667,170.18,165.1,165.1,162.56,28,34,7,4,1
60.375,43.5,0.4,0.343,1.875,0.25,182.88,193.04,180.34,187.96,30,31,3,5,1
42.6,26,0.434,0.53,1.4,1,177.8,190.5,175.26,177.8,30,26,1,2,0
27.3333,37.5,0.54,0.38,0.3333,1,170.18,170.18,172.72,165.1,30,27,1,2,1
87,45.45,0.525,0.449,0,0.35,177.8,190.5,180.34,180.34,30,33,14,2,1
34.8571,17,0.544,0.415,1,1.75,195.58,198.12,185.42,185.42,30,37,4,5,1
49.15,46.1667,0.367,0.365,0.45,1.5,185.42,177.8,177.8,167.64,32,34,4,11,0
45.6667,75.625,0.662,0.368,1.6667,0.125,157.48,162.56,160.02,160.02,33,33,5,4,1
41,23,0.437,0.53,0,0,182.88,180.34,172.72,175.26,28,25,1,2,0
66,60,0.573,0.42,1,0,160.02,165.1,160.02,167.64,36,31,0,1,0
48.2,44.08,0.426,0.414,1,0.6,185.42,175.26,177.8,172.72,29,34,12,2,1
86,52.8333,0.51,0.453,0,6.1667,185.42,177.8,170.18,170.18,30,29,5,1,1
20,77,0.472,0.605,1,2.5,195.58,205.74,185.42,190.5,31,26,1,4,0
31,37.75,0.483,0.473,0.6667,2,165.1,165.1,167.64,167.64,24,27,3,2,0
35.5333,48.3846,0.475,0.452,0.5333,0.3846,182.88,190.5,177.8,182.88,32,36,9,8,1
52.25,38.25,0.583,0.493,1,4.125,198.12,203.2,185.42,193.04,31,28,5,4,0
60,61.3333,0.42,0.487,5,0,187.96,172.72,177.8,172.72,22,33,9,1,0
26.3333,15.25,0.543,0.378,1.6667,1.4167,172.72,170.18,165.1,165.1,31,33,8,3,0
73.5,15.5,0.335,0.305,1.5,1,177.8,190.5,177.8,190.5,28,25,1,1,0
55.75,68,0.405,0.7,0.25,1,170.18,165.1,165.1,165.1,26,20,1,3,0
20,38,0.35,0.55,1,3,187.96,177.8,177.8,177.8,28,24,1,1,0
58.25,37.1,0.465,0.457,1.75,0.6,167.64,177.8,167.64,172.72,38,26,6,5,0
42,38.6667,0.4,0.428,0,0.6667,162.56,172.72,162.56,167.64,30,34,6,0,1
78,40.7,0.504,0.403,0.375,1.5,162.56,160.02,160.02,162.56,34,33,4,3,0
54.4667,30.8571,0.505,0.411,1,0.4286,187.96,187.96,180.34,182.88,34,26,5,9,1
17.6364,34,0.664,0.533,1.0909,1.2,182.88,187.96,180.34,182.88,30,27,8,8,0
43.3333,42.8,0.537,0.554,0.3333,0.2,195.58,190.5,193.04,187.96,29,29,3,3,1
40.8,47,0.488,0.435,2.4,1,175.26,175.26,172.72,167.64,28,25,2,4,0
29.3333,31.5714,0.453,0.384,2.3333,0,180.34,187.96,180.34,185.42,36,31,5,3,1
25.5,29,0.165,0.24,0,0,190.5,185.42,180.34,182.88,33,29,2,0,0
12.75,28.75,0.435,0.338,1.25,2,182.88,177.8,177.8,172.72,31,25,4,2,0
23.1667,27.4,0.352,0.416,0.3333,1.4,185.42,185.42,177.8,177.8,31,25,3,4,0
38.6667,47.5,0.58,0.465,1.6667,0.5,180.34,185.42,170.18,182.88,27,30,2,2,1
2,10,0.16,0.3,0,0,165.1,157.48,170.18,162.56,30,28,0,0,0
57.5,26.1875,0.514,0.536,0.2778,0.3125,195.58,200.66,193.04,190.5,35,34,12,14,1
58,51.4286,0.457,0.393,0.3333,0.2857,193.04,185.42,187.96,180.34,31,32,6,3,0
14.8571,48.4444,0.363,0.499,0.5714,0.5556,193.04,190.5,182.88,187.96,29,35,10,4,1
27.6,51,0.425,0.22,0.7,0,198.12,185.42,193.04,180.34,37,32,0,6,0
39.7273,37,0.36,0.481,0.6364,0.9286,177.8,182.88,172.72,177.8,30,29,9,6,0
32.8889,25.8261,0.371,0.512,2.1111,0.913,185.42,187.96,182.88,182.88,31,38,12,5,1
31.1818,32.8182,0.485,0.379,0.9091,0.7273,182.88,185.42,182.88,182.88,36,29,7,8,0
38.5,43,0.545,0.416,3,0.2222,172.72,172.72,167.64,167.64,29,41,5,1,1
34.75,45.8182,0.368,0.467,0.25,1.3636,177.8,172.72,172.72,175.26,29,27,6,2,1
27.5714,51.7143,0.359,0.383,0.5714,0,182.88,182.88,180.34,180.34,32,28,4,4,0
20,40.875,0.34,0.42,0,0.625,185.42,180.34,182.88,182.88,32,30,3,0,0
32.9,61.8421,0.504,0.574,0.4,1.9474,193.04,213.36,193.04,193.04,30,31,17,7,0
58.5556,34.5,0.527,0.544,4.4444,0.4167,193.04,187.96,182.88,175.26,31,36,9,9,1
61,62.1111,0.58,0.493,1,0.7778,160.02,152.4,162.56,154.94,29,29,6,2,1
43,32.5,0.496,0.369,0.6364,0.625,165.1,165.1,167.64,172.72,32,27,6,7,1
53.5,37.4483,0.58,0.438,5.75,0.931,185.42,180.34,185.42,172.72,28,32,15,4,1
8.5,21.2857,0.885,0.54,0,1.4286,208.28,195.58,195.58,190.5,26,32,5,2,1
40.2222,66.75,0.348,0.453,0.3333,3.75,170.18,162.56,167.64,167.64,29,29,3,7,0
7.6,33.75,0.41,0.403,0.8,1.1071,187.96,182.88,187.96,177.8,27,37,17,4,0
24.5,22,0.69,0.59,0.5,8,185.42,187.96,177.8,187.96,35,21,1,1,0
24,25.3333,0.48,0.333,0,2.3333,182.88,172.72,180.34,167.64,27,30,1,1,1
41,29,0.59,0.505,0,1,160.02,170.18,154.94,165.1,26,26,1,0,1
32.1765,44.6,0.465,0.519,0.4118,1.3,193.04,198.12,187.96,187.96,35,35,6,12,1
14.75,24.7143,0.55,0.449,0.375,0.2857,190.5,213.36,185.42,210.82,33,31,12,5,0
76,52.2857,0.58,0.437,2,0.3571,187.96,193.04,182.88,190.5,24,33,7,0,1
83,35.25,0.413,0.579,0,2.75,170.18,167.64,172.72,167.64,24,35,4,2,0
67,46.1429,0.563,0.425,1,0.6429,170.18,167.64,170.18,160.02,26,34,9,3,1
34.5,25,0.435,0.29,1.5,1,190.5,193.04,180.34,185.42,25,34,0,1,0
20,53,0.26,0.445,1,0,172.72,175.26,172.72,165.1,26,31,0,0,1
10,23.5,0.427,0.44,1.3333,0.5,160.02,162.56,165.1,162.56,23,23,0,2,1
45.8,29,0.382,0.49,0,0,180.34,177.8,180.34,175.26,34,32,2,4,0
31.5714,25.8182,0.437,0.357,0.4286,3.4545,187.96,185.42,175.26,172.72,34,32,9,5,1
51.2857,14.3333,0.593,0.508,2.4286,0,195.58,210.82,185.42,193.04,36,32,7,12,0
40.3636,35.9091,0.463,0.347,0.2727,0.1818,177.8,193.04,180.34,190.5,34,31,9,7,1
35.4,59.7778,0.426,0.44,1.4,0.3333,162.56,170.18,162.56,170.18,31,31,4,4,1
54.375,25,0.505,0.493,0.25,0.6667,182.88,190.5,182.88,180.34,29,27,7,5,0
22.8182,41.7273,0.366,0.352,1.4545,2.0909,185.42,187.96,177.8,180.34,30,28,6,8,0
47.8182,48.8571,0.483,0.379,1.9091,0.7143,180.34,172.72,170.18,162.56,29,29,6,8,1
7.5,78,0.51,0.41,0.5,0,180.34,185.42,177.8,177.8,24,24,1,2,1
56,54.3333,0.6,0.432,3,0.8333,175.26,170.18,167.64,172.72,30,31,3,1,1
42.619,64.7143,0.523,0.533,2.9048,2.7143,172.72,175.26,172.72,175.26,34,35,5,13,1
40.8,54.9333,0.5,0.379,0.2,1.4667,170.18,177.8,167.64,167.64,33,32,9,2,1
31,62,0.44,0.56,0.5,2.5,160.02,160.02,165.1,157.48,27,28,2,1,1
33.6364,60.25,0.651,0.565,0.1364,0,195.58,203.2,187.96,193.04,43,29,4,17,0
29.5,18.2,0.4,0.47,4.5,2.2667,175.26,170.18,167.64,167.64,26,34,11,2,1
52,31,0.49,0.36,0,0,167.64,172.72,165.1,170.18,23,23,2,1,0
30.4375,17,0.486,0.44,0.0625,1,190.5,187.96,187.96,187.96,32,22,1,10,0
40.6,13,0.52,0.68,1.2,0,177.8,193.04,180.34,175.26,30,25,1,3,0
43,61,0.437,0.35,0.6667,1,182.88,182.88,182.88,172.72,27,25,1,1,0
31.3333,34.75,0.383,0.468,2,0.375,185.42,175.26,175.26,170.18,31,27,3,3,1
71,24,0.63,0.39,1,3,177.8,175.26,172.72,175.26,32,29,0,0,1
25.75,47.1538,0.475,0.418,0.25,1,170.18,167.64,167.64,165.1,30,36,11,3,1
67.3333,56.6667,0.453,0.425,1,1,182.88,177.8,180.34,170.18,29,32,9,5,0
48,22.9286,0.53,0.528,0.3333,2.1429,187.96,182.88,182.88,185.42,33,41,19,2,0
54.6,20.2273,0.442,0.484,0.8,1.3182,185.42,187.96,175.26,177.8,29,29,13,5,0
41,10,0.375,0.9,0.25,0,203.2,208.28,193.04,195.58,30,26,1,3,0
40.2,39.6667,0.43,0.45,0.2,0.5417,193.04,177.8,180.34,175.26,33,35,14,2,0
65,47,0.57,0.437,1,1.3333,177.8,182.88,172.72,175.26,26,23,3,1,1
66.9333,46.8889,0.409,0.431,1.4,2.1111,170.18,162.56,167.64,162.56,32,31,7,12,0
31.5833,23.2,0.358,0.514,0.0833,3.4,190.5,180.34,177.8,170.18,31,32,5,6,0
35.6923,47.3125,0.447,0.358,2.4615,1.0625,165.1,165.1,165.1,162.56,30,34,13,8,0
21.5,42.1429,0.32,0.47,0.5,1.1429,157.48,165.1,160.02,162.56,27,24,4,1,0
18.3333,32.0667,0.62,0.451,1,1.3333,187.96,193.04,185.42,187.96,28,39,10,2,0
